time,close,high,low,open,volumefrom,volumeto
1545004800,1.13,1.14,1.12,1.13,699154.82,788088.98
1545091200,1.13,1.15,1.11,1.13,303536.86,344579.45
1545177600,1.13,1.14,1.13,1.13,772749.84,877854.76
1545264000,1.14,1.15,1.04,1.13,2025737.57,2270483.59
1545350400,1.13,1.15,1.12,1.14,978190.38,1112336.09
1545436800,1.13,1.14,1.1,1.13,118595.66,133908.24
1545523200,1.13,1.13,1.1,1.13,234827.62,265503.2
1545609600,1.13,1.14,1.13,1.13,693231.42,788712.07
1545696000,1.14,1.14,1.12,1.13,688494.43,779357.49
1545782400,1.12,1.15,1.12,1.14,119908.73,136487.05
1545868800,1.13,1.15,1.12,1.12,274832.04,312774.16
1545955200,1.14,1.16,1.13,1.13,509341.12,581654.18
1546041600,1.14,1.15,1.13,1.14,427749.71,488100.38
1546128000,1.14,1.16,1.13,1.14,312030.18,355128.26
1546214400,1.13,1.15,1.13,1.14,272826.76,310527.54
1546300800,1.14,1.16,1.13,1.13,158735.35,181734.93
1546387200,1.13,1.15,1.13,1.14,267484.29,304138.98
1546473600,1.14,1.14,1.13,1.13,223004.11,253441.24
1546560000,1.13,1.15,1.12,1.14,146438.87,166898.53
1546646400,1.12,1.15,1.11,1.13,135079.08,153007.59
1546732800,1.14,1.14,1.12,1.12,267552.18,303912.48
1546819200,1.13,1.15,1.12,1.14,298222.87,340277.79
1546905600,1.14,1.16,1.11,1.13,248195.59,283256.46
1546992000,1.15,1.15,1.11,1.14,334143.15,382974.84
1547078400,1.15,1.16,1.13,1.15,794565.97,913881.86
1547164800,1.13,1.16,1.12,1.15,248930.69,285283.44
1547251200,1.12,1.14,1.1,1.13,112300.09,127904.69
1547337600,1.13,1.15,1.09,1.12,127607.08,145578.68
1547424000,1.14,1.15,1.11,1.13,464659.97,531320.37
1547510400,1.13,1.15,1.12,1.14,438025.55,497510.89
1547596800,1.14,1.15,1.08,1.13,209041.77,236952.86
1547683200,1.13,1.14,1.09,1.14,90680.82,102757.11
1547769600,1.12,1.14,1.11,1.13,196557.28,222874.68
1547856000,1.13,1.14,1.12,1.12,174916.1,198286.17
1547942400,1.13,1.14,1.11,1.13,172553.54,195339.92
1548028800,1.13,1.14,1.12,1.13,192760.57,218327.9
1548115200,1.13,1.14,1.11,1.13,667153.06,755507.86
1548201600,1.1,1.14,1.1,1.13,164591.97,186142.22
1548288000,1.11,1.14,1.1,1.1,328436.74,371594.81
1548374400,1.12,1.14,1.11,1.11,250643.8,283686.34
1548460800,1.13,1.14,1.11,1.12,142077.1,160903.3
1548547200,1.12,1.14,1.1,1.13,75302.7,85363.61
1548633600,1.12,1.14,1.11,1.12,204940.72,231967.66
1548720000,1.14,1.14,1.1,1.12,193259.49,218583.2
1548806400,1.13,1.15,1.08,1.14,206059.21,233804.69
1548892800,1.14,1.15,1.11,1.13,278728.98,316422.61
1548979200,1.14,1.15,1.12,1.14,218501.73,247718.23
1549065600,1.14,1.15,1.1,1.14,126544.37,144027.36
1549152000,1.13,1.15,1.1,1.14,71843.27,81769.78
1549238400,1.14,1.14,1.12,1.13,430838.84,490497
1549324800,1.13,1.14,1.12,1.14,609704.02,693902.23
1549411200,1.13,1.14,1.1,1.13,446102.1,503455.93
1549497600,1.12,1.14,1.1,1.13,290594.31,327667.35
1549584000,1.12,1.13,1.11,1.12,712753.73,802592.32
1549670400,1.13,1.13,1.1,1.12,158522.45,178811.85
1549756800,1.13,1.13,1.07,1.13,129355.89,145492.49
1549843200,1.12,1.13,1.11,1.13,437185.39,490590.86
1549929600,1.12,1.13,1.11,1.12,618514.18,695297.64
1550016000,1.11,1.13,1.09,1.12,348034.15,390509.66
1550102400,1.13,1.13,1.08,1.11,175029.09,195362.1
1550188800,1.1,1.13,1.1,1.13,200734.07,224957.9
1550275200,1.12,1.13,1.1,1.1,152429.19,170981.32
1550361600,1.12,1.13,1.11,1.12,225610.65,252758.18
1550448000,1.12,1.13,1.1,1.12,515459.56,579172.99
1550534400,1.12,1.13,1.11,1.12,474671.72,533564.13
1550620800,1.12,1.14,1.1,1.12,314786.93,354891.75
1550707200,1.11,1.13,1.1,1.12,127972.89,143636.37
1550793600,1.12,1.14,1.1,1.11,167347.5,188534.36
1550880000,1.11,1.14,1.1,1.12,170911.04,192607.79
1550966400,1.13,1.14,1.1,1.11,464594.44,523032.39
1551052800,1.13,1.14,1.11,1.13,314685.35,355540.17
1551139200,1.11,1.14,1.11,1.13,250301.33,282715.13
1551225600,1.13,1.14,1.1,1.11,194899.46,221002.76
1551312000,1.13,1.14,1.09,1.13,303846.74,343287.69
1551398400,1.13,1.14,1.11,1.13,529933.68,601666.53
1551484800,1.12,1.14,1.12,1.13,97837.5,110886.34
1551571200,1.13,1.14,1.09,1.12,59376.67,67128.56
1551657600,1.12,1.14,1.09,1.13,205609.37,231754.03
1551744000,1.12,1.14,1.11,1.12,247127.91,278260.09
1551830400,1.13,1.13,1.11,1.12,154666.87,174095.59
1551916800,1.11,1.13,1.1,1.13,266020.69,298258.28
1552003200,1.12,1.13,1.09,1.11,287727.11,321560.6
1552089600,1.1,1.13,1.1,1.12,98211.95,109347.26
1552176000,1.1,1.13,1.09,1.1,55764.14,62226.84
1552262400,1.11,1.12,1.1,1.1,165291.01,184084.34
1552348800,1.12,1.13,1.1,1.11,271554.63,305147.39
1552435200,1.13,1.13,1.09,1.12,114457.07,128965.63
1552521600,1.11,1.13,1.11,1.13,145390.99,164043.76
1552608000,1.12,1.13,1.11,1.11,98113.91,110624.45
1552694400,1.13,1.14,1.11,1.12,124458.8,140538.08
1552780800,1.11,1.14,1.11,1.13,80611.17,90874.8
1552867200,1.13,1.14,1.1,1.11,243731.17,275520.66
1552953600,1.11,1.14,1.11,1.13,234242.99,264266.56
1553040000,1.13,1.14,1.11,1.11,236058.62,267542.5
1553126400,1.13,1.14,1.12,1.13,141401.59,160287.25
1553212800,1.12,1.14,1.12,1.13,265151.46,299714.91
1553299200,1.13,1.13,1.11,1.12,63843.87,71818.38
1553385600,1.11,1.13,1.11,1.13,25445.16,28635.53
1553472000,1.13,1.13,1.11,1.11,175317.26,197704.64
1553558400,1.13,1.13,1.12,1.13,215798.19,243161.11
1553644800,1.12,1.13,1.11,1.13,179623.45,201866.35
1553731200,1.12,1.13,1.11,1.12,139655.52,156549.9
1553817600,1.12,1.12,1.11,1.12,77299.58,86701.17
1553904000,1.12,1.12,1.11,1.12,84959.68,95216.13
1553990400,1.11,1.12,1.11,1.12,71483.96,79813.76
1554076800,1.11,1.12,1.1,1.11,154406.9,172725.91
1554163200,1.11,1.12,1.11,1.11,1102560.31,1225134.28
1554249600,1.12,1.12,1.11,1.11,2044379.8,2289403.85
1554336000,1.11,1.13,1.11,1.12,844194.23,938005.44
1554422400,1.12,1.12,1.11,1.11,406107.32,454100.53
1554508800,1.12,1.12,1.1,1.12,507738.41,568774.01
1554595200,1.12,1.12,1.11,1.12,302061.98,338133.66
1554681600,1.11,1.13,1.1,1.12,391785.71,437332.36
1554768000,1.1,1.13,1.1,1.11,212851.61,237573.71
1554854400,1.1,1.13,1.1,1.1,363532.97,408032.65
1554940800,1.12,1.13,1.09,1.1,522218.1,583409.69
1555027200,1.1,1.13,1.1,1.12,153999.41,173549.83
1555113600,1.13,1.13,1.1,1.1,164439.49,185367.11
1555200000,1.13,1.13,1.12,1.13,158386.28,178488.23
1555286400,1.13,1.13,1.12,1.13,110013.1,123871.79
